filename,path,acad_hits,prac_hits,stream_score,top_acad_terms,top_prac_terms
Seymour Dexter - Treatise on co-operative savings and loan associations (Book 1889).pdf,Textbooks/Academic/Banking/Seymour Dexter - Treatise on co-operative savings and loan associations (Book 1889).pdf,0,1,-1.0,,guide(1)
"Shapiro, Solomon, White - Money and Banking (Book 1968).pdf","Textbooks/Academic/Banking/Shapiro, Solomon, White - Money and Banking (Book 1968).pdf",0,0,0.0,,
Sidney Samuel Dell - The International monetary system and its reform (Book 1987).pdf,Textbooks/Academic/Banking/Sidney Samuel Dell - The International monetary system and its reform (Book 1987).pdf,0,2,-1.0,,practical(2)
"Steuart, James Sir - Principles of banks and banking of money, as coin and paper (Book 1810).pdf","Textbooks/Academic/Banking/Steuart, James Sir - Principles of banks and banking of money, as coin and paper (Book 1810).pdf",0,0,0.0,,
Stone - King of Capital (Book 2002).pdf,Textbooks/Academic/Banking/Stone - King of Capital (Book 2002).pdf,0,4,-1.0,,CEO(4)
Suzanne F. Porter - East-West trade financing (Book 1976).pdf,Textbooks/Academic/Banking/Suzanne F. Porter - East-West trade financing (Book 1976).pdf,0,5,-1.0,,guide(5)
Sydney Myers - Hard times their causes and their cure (Book 1877).pdf,Textbooks/Academic/Banking/Sydney Myers - Hard times their causes and their cure (Book 1877).pdf,0,1,-1.0,,practical(1)
Thomas Farrow - The money-lender unmasked (Book 1895).pdf,Textbooks/Academic/Banking/Thomas Farrow - The money-lender unmasked (Book 1895).pdf,0,2,-1.0,,the reader will(2)
Train - The Money Masters (Book 1980).pdf,Textbooks/Academic/Banking/Train - The Money Masters (Book 1980).pdf,0,2,-1.0,,"your money(1), client(1)"
Trant - Bank Administration (Book 1931).pdf,Textbooks/Academic/Banking/Trant - Bank Administration (Book 1931).pdf,0,0,0.0,,
Van Horne - Financial Market Rates and Flows (Book 1978).pdf,Textbooks/Academic/Banking/Van Horne - Financial Market Rates and Flows (Book 1978).pdf,5,1,0.6667,"equilibrium(2), empirical evidence(2), et al.(1)",real-world(1)
Von Mises - The Theory of Money and Credit (Book 1954).pdf,Textbooks/Academic/Banking/Von Mises - The Theory of Money and Credit (Book 1954).pdf,3,1,0.5,"university press(2), equilibrium(1)",practical(1)
Walker - Money (Book 1878).pdf,Textbooks/Academic/Banking/Walker - Money (Book 1878).pdf,0,0,0.0,,
Walker - Money in Its Relations to Trade and Industry (Book 1889).pdf,Textbooks/Academic/Banking/Walker - Money in Its Relations to Trade and Industry (Book 1889).pdf,1,0,1.0,this course(1),
Walter Henry Hull - Practical problems in banking and currency (Book 1907).pdf,Textbooks/Academic/Banking/Walter Henry Hull - Practical problems in banking and currency (Book 1907).pdf,0,4,-1.0,,practical(4)
Warburg - The Federal Reserve System Its Origin and Growth Vol 1 (Book 1930).pdf,Textbooks/Academic/Banking/Warburg - The Federal Reserve System Its Origin and Growth Vol 1 (Book 1930).pdf,1,0,1.0,university press(1),
"Warburg, Paul M. - The Federal Reserve System Vol. 1 (Book 1930).pdf","Textbooks/Academic/Banking/Warburg, Paul M. - The Federal Reserve System Vol. 1 (Book 1930).pdf",0,0,0.0,,
"Warburg, Paul M. - The Federal Reserve System Vol. 2 (Book 1930).pdf","Textbooks/Academic/Banking/Warburg, Paul M. - The Federal Reserve System Vol. 2 (Book 1930).pdf",0,0,0.0,,
White - Money and banking (Book 1902).pdf,Textbooks/Academic/Banking/White - Money and banking (Book 1902).pdf,1,1,0.0,instructor(1),practical(1)
William C. Cornwell - Sound money monographs (Book 1897).pdf,Textbooks/Academic/Banking/William C. Cornwell - Sound money monographs (Book 1897).pdf,0,1,-1.0,,retirement(1)
"Withers, Hartley - The Meaning of Money (Book 1909).pdf","Textbooks/Academic/Banking/Withers, Hartley - The Meaning of Money (Book 1909).pdf",0,0,0.0,,
Wojnilower - The Quality of Bank Loans (Book 1962).pdf,Textbooks/Academic/Banking/Wojnilower - The Quality of Bank Loans (Book 1962).pdf,0,2,-1.0,,board of directors(2)
Altman - Handbook of Corporate Finance (Book 1986).pdf,Textbooks/Academic/Corporate Finance/Altman - Handbook of Corporate Finance (Book 1986).pdf,5,3,0.25,"optimal(1), the model(1), textbook(1), undergraduate(1), graduate students(1)","guide(1), real-world(1), financial planning(1)"
Atkinson - Trends in Corporate Bond Quality (Book 1967).pdf,Textbooks/Academic/Corporate Finance/Atkinson - Trends in Corporate Bond Quality (Book 1967).pdf,2,4,-0.3333,proposition(2),"investment banker(3), case study(1)"
Atwood - The Mind of the Millionaire (Book 1926).pdf,Textbooks/Academic/Corporate Finance/Atwood - The Mind of the Millionaire (Book 1926).pdf,0,5,-1.0,,"secrets of(2), step by step(1), practical(1), your money(1)"
Barrow - Practical Financial Management (Book 2011).pdf,Textbooks/Academic/Corporate Finance/Barrow - Practical Financial Management (Book 2011).pdf,1,5,-0.6667,proposition(1),"practical(3), tip(1), trader(1)"
"Bauer, Gold - Public Utility Valuation for Rate Control (Book 1934).pdf","Textbooks/Academic/Corporate Finance/Bauer, Gold - Public Utility Valuation for Rate Control (Book 1934).pdf",0,0,0.0,,
"Ben-Horim, Moshe - Essentials Of Corporate Finance (Book 1987).pdf","Textbooks/Academic/Corporate Finance/Ben-Horim, Moshe - Essentials Of Corporate Finance (Book 1987).pdf",1,2,-0.3333,et al.(1),in practice(2)
"Berle, Means - The Modern Corporation and Private Property (Book 1932).pdf","Textbooks/Academic/Corporate Finance/Berle, Means - The Modern Corporation and Private Property (Book 1932).pdf",0,0,0.0,,
"Berle, Means - The Modern Corporation and Private Property (Book 1939).pdf","Textbooks/Academic/Corporate Finance/Berle, Means - The Modern Corporation and Private Property (Book 1939).pdf",1,0,1.0,Quarterly Journal(1),
"Berle, Means - The Modern Corporation and Private Property (Book 1991).pdf","Textbooks/Academic/Corporate Finance/Berle, Means - The Modern Corporation and Private Property (Book 1991).pdf",0,1,-1.0,,board of directors(1)
"Bernheim, Shoven (eds.) - National Saving and Economic Performance (Book 1991).pdf","Textbooks/Academic/Corporate Finance/Bernheim, Shoven (eds.) - National Saving and Economic Performance (Book 1991).pdf",15,3,0.6667,"coefficient(5), t-statistic(3), regression(2), proposition(1), equilibrium(1)",straightforward(3)
"Besley, Brigham - Essentials of Managerial Finance (Book 2000).pdf","Textbooks/Academic/Corporate Finance/Besley, Brigham - Essentials of Managerial Finance (Book 2000).pdf",8,4,0.3333,"coefficient(3), this course(3), instructor(1), undergraduate(1)","practical(1), guide(1), case study(1), financial planning(1)"
"Bierman, Smidt - The Capital Budgeting Decision (Book 1988).pdf","Textbooks/Academic/Corporate Finance/Bierman, Smidt - The Capital Budgeting Decision (Book 1988).pdf",5,2,0.4286,"instructor(2), this course(1), solutions manual(1), MBA students(1)","in practice(1), Wall Street(1)"
Bonbright - Principles of Public Utility Rates (Book 1961).pdf,Textbooks/Academic/Corporate Finance/Bonbright - Principles of Public Utility Rates (Book 1961).pdf,2,0,1.0,university press(2),
"Bonbright, James - The Valuation of Property Vol. 1 (Book 1937).pdf","Textbooks/Academic/Corporate Finance/Bonbright, James - The Valuation of Property Vol. 1 (Book 1937).pdf",3,0,1.0,"American Economic Review(1), Quarterly Journal(1), university press(1)",
"Brealey, Myers - Principles of Corporate Finance (Book 1991).pdf","Textbooks/Academic/Corporate Finance/Brealey, Myers - Principles of Corporate Finance (Book 1991).pdf",13,10,0.1304,"instructor(7), solutions manual(2), end-of-chapter(1), prerequisite(1), further reading(1)","guide(3), how to(2), practical(2), financial planning(2), tip(1)"
"Brealey, Myers - Principles of Corporate Finance 7th Ed (Book 2003).pdf","Textbooks/Academic/Corporate Finance/Brealey, Myers - Principles of Corporate Finance 7th Ed (Book 2003).pdf",22,16,0.1579,"instructor(10), this course(2), solutions manual(2), syllabus(2), textbook(1)","guide(4), how to(3), practical(3), real-world(2), board of directors(2)"
"Brealey, Myers, Allen - Principles of Corporate Finance (Book 2023).pdf","Textbooks/Academic/Corporate Finance/Brealey, Myers, Allen - Principles of Corporate Finance (Book 2023).pdf",7,22,-0.5172,"instructor(3), end-of-chapter(2), we show that(1), further reading(1)","how to(8), practical(3), personal finance(3), guide(2), financial planning(2)"
"Brealey, Myers, Marcus - Fundamentals of Corporate Finance (Book 2001).pdf","Textbooks/Academic/Corporate Finance/Brealey, Myers, Marcus - Fundamentals of Corporate Finance (Book 2001).pdf",1,17,-0.8889,we assume(1),"how to(5), personal finance(3), practical(2), financial planning(2), in practice(1)"
"Brealey, Myers, Marcus - Fundamentals of Corporate Finance (Book 2015).pdf","Textbooks/Academic/Corporate Finance/Brealey, Myers, Marcus - Fundamentals of Corporate Finance (Book 2015).pdf",9,0,1.0,"instructor(4), end-of-chapter(2), learning objectives(2), prerequisite(1)",
"Brealey, Myers, Marcus - Fundamentals of Corporate Finance (Book 2017).pdf","Textbooks/Academic/Corporate Finance/Brealey, Myers, Marcus - Fundamentals of Corporate Finance (Book 2017).pdf",0,2,-1.0,,"practical(1), best practice(1)"
Brigham - Intermediate Financial Management (Book 2013).pdf,Textbooks/Academic/Corporate Finance/Brigham - Intermediate Financial Management (Book 2013).pdf,7,3,0.4,"textbook(2), instructor(2), optimal(1), coefficient(1), end-of-chapter(1)","how to(1), Wall Street(1), financial planning(1)"
"Brigham, Houston - Fundamentals of Financial Management 12th Ed (Book 2009).pdf","Textbooks/Academic/Corporate Finance/Brigham, Houston - Fundamentals of Financial Management 12th Ed (Book 2009).pdf",12,4,0.5,"end-of-chapter(3), undergraduate(2), learning objectives(2), we show that(1), textbook(1)","how to(1), retirement(1), CEO(1), straightforward(1)"
"Brigham, Ricks - Readings in Essentials of Managerial Finance (Book 1968).pdf","Textbooks/Academic/Corporate Finance/Brigham, Ricks - Readings in Essentials of Managerial Finance (Book 1968).pdf",2,0,1.0,"instructor(1), university press(1)",
Brittain - Corporate Dividend Policy (Book 1966).pdf,Textbooks/Academic/Corporate Finance/Brittain - Corporate Dividend Policy (Book 1966).pdf,1,0,1.0,university press(1),
Brooke - Handbook of International Financial Management (Book 1990).pdf,Textbooks/Academic/Corporate Finance/Brooke - Handbook of International Financial Management (Book 1990).pdf,1,12,-0.8462,MBA students(1),"how to(6), guide(2), handbook(2), practical(1), client(1)"
Bruck - The Predators Ball (Book 1988).pdf,Textbooks/Academic/Corporate Finance/Bruck - The Predators Ball (Book 1988).pdf,0,5,-1.0,,"Wall Street(1), trader(1), money manager(1), investment banker(1), client(1)"
"Burgess, Robert, Ph. D - Corporate Finance Law (Book 1985).pdf","Textbooks/Academic/Corporate Finance/Burgess, Robert, Ph. D - Corporate Finance Law (Book 1985).pdf",0,0,0.0,,
Carsberg - Modern Financial Management Selected Readings (Book 1969).pdf,Textbooks/Academic/Corporate Finance/Carsberg - Modern Financial Management Selected Readings (Book 1969).pdf,10,1,0.8182,"the model(6), optimal(2), this course(1), further reading(1)",in practice(1)
Chicago - Studies in Mathematical Economics and Econometrics (Book 1942).pdf,Textbooks/Academic/Corporate Finance/Chicago - Studies in Mathematical Economics and Econometrics (Book 1942).pdf,1,0,1.0,university press(1),
Christy - The Transfer of Stock (Book 1929).pdf,Textbooks/Academic/Corporate Finance/Christy - The Transfer of Stock (Book 1929).pdf,0,0,0.0,,
"Copeland, Weston - Financial Theory and Corporate Policy 3rd ed (Book 1988).pdf","Textbooks/Academic/Corporate Finance/Copeland, Weston - Financial Theory and Corporate Policy 3rd ed (Book 1988).pdf",42,8,0.68,"empirical evidence(7), problem sets(7), optimal(4), solutions manual(4), end-of-chapter(3)","how to(6), practical(1), real-world(1)"
"Cornett, Marcia Millon - Finance Applications and Theory (Book 2009).pdf","Textbooks/Academic/Corporate Finance/Cornett, Marcia Millon - Finance Applications and Theory (Book 2009).pdf",4,10,-0.4286,"MBA students(2), Journal of Finance(1), Journal of Financial Economics(1)","case study(2), financial planning(2), personal finance(2), how to(1), step by step(1)"
Costales-Gonzalez - Exposition on the Cost of Capital (Book 1969).pdf,Textbooks/Academic/Corporate Finance/Costales-Gonzalez - Exposition on the Cost of Capital (Book 1969).pdf,0,0,0.0,,
Creamer - Capital in Manufacturing and Mining (Book 1960).pdf,Textbooks/Academic/Corporate Finance/Creamer - Capital in Manufacturing and Mining (Book 1960).pdf,5,1,0.6667,"Journal of Finance(3), proposition(1), university press(1)",practical(1)
Damodaran - Applied Corporate Finance (Book 2015).pdf,Textbooks/Academic/Corporate Finance/Damodaran - Applied Corporate Finance (Book 2015).pdf,5,7,-0.1667,"optimal(3), forthcoming(1), classroom(1)","case study(3), how to(2), guide(1), straightforward(1)"
"Derkinderen, Crum - Risk Capital Costs and Project Financing Decisions (Book 1981).pdf","Textbooks/Academic/Corporate Finance/Derkinderen, Crum - Risk Capital Costs and Project Financing Decisions (Book 1981).pdf",2,1,0.3333,"coefficient(1), empirical evidence(1)",practical(1)
Dewey - Modern Capital Theory (Book 1965).pdf,Textbooks/Academic/Corporate Finance/Dewey - Modern Capital Theory (Book 1965).pdf,4,0,1.0,"equilibrium(2), university press(2)",
Dewing - The Financial Policy of Corporations Vol 1 (Book 1920).pdf,Textbooks/Academic/Corporate Finance/Dewing - The Financial Policy of Corporations Vol 1 (Book 1920).pdf,0,2,-1.0,,practical(2)
Dewing - The Financial Policy of Corporations Vol 2 (Book 1920).pdf,Textbooks/Academic/Corporate Finance/Dewing - The Financial Policy of Corporations Vol 2 (Book 1920).pdf,0,6,-1.0,,"investment banker(5), broker(1)"
Dewing - The Financial Policy of Corporations Vol 3 (Book 1920).pdf,Textbooks/Academic/Corporate Finance/Dewing - The Financial Policy of Corporations Vol 3 (Book 1920).pdf,0,1,-1.0,,practical(1)
Dewing - The Financial Policy of Corporations Vol 4 (Book 1920).pdf,Textbooks/Academic/Corporate Finance/Dewing - The Financial Policy of Corporations Vol 4 (Book 1920).pdf,0,0,0.0,,
Dewing - The Financial Policy of Corporations Vol 5 (Book 1920).pdf,Textbooks/Academic/Corporate Finance/Dewing - The Financial Policy of Corporations Vol 5 (Book 1920).pdf,0,0,0.0,,
Diorio - Revenue Operations (Book 2022).pdf,Textbooks/Academic/Corporate Finance/Diorio - Revenue Operations (Book 2022).pdf,5,0,1.0,"proof(4), optimal(1)",
Donaldson - Managing Corporate Wealth (Book 1984).pdf,Textbooks/Academic/Corporate Finance/Donaldson - Managing Corporate Wealth (Book 1984).pdf,0,0,0.0,,
Durand - Basic Yields of Corporate Bonds 1900-1942 (Book 1942).pdf,Textbooks/Academic/Corporate Finance/Durand - Basic Yields of Corporate Bonds 1900-1942 (Book 1942).pdf,0,1,-1.0,,practical(1)
Elali - Advanced Corporate Finance a Practical Approach (Book 2009).pdf,Textbooks/Academic/Corporate Finance/Elali - Advanced Corporate Finance a Practical Approach (Book 2009).pdf,5,18,-0.5652,"textbook(2), coefficient(1), empirical evidence(1), the model(1)","financial planning(8), in practice(5), practical(4), investment banker(1)"
"Epstein, Clark - Industrial Profits in the United States (Book 1934).pdf","Textbooks/Academic/Corporate Finance/Epstein, Clark - Industrial Profits in the United States (Book 1934).pdf",0,4,-1.0,,board of directors(4)
"Fama, Miller - The Theory of Finance AFA chapters (Book 1972).pdf","Textbooks/Academic/Corporate Finance/Fama, Miller - The Theory of Finance AFA chapters (Book 1972).pdf",35,5,0.75,"equilibrium(12), optimal(10), theorem(2), instructor(2), proposition(1)","real-world(2), how to(1), practical(1), readers will(1)"
Ferber (ed.) - Determinants of Investment Behavior (Book 1967).pdf,Textbooks/Academic/Corporate Finance/Ferber (ed.) - Determinants of Investment Behavior (Book 1967).pdf,1,1,0.0,university press(1),board of directors(1)
Finnerty - Project Financing Asset Based Financial Engineering (Book 2007).pdf,Textbooks/Academic/Corporate Finance/Finnerty - Project Financing Asset Based Financial Engineering (Book 2007).pdf,0,3,-1.0,,"case study(2), financial advisor(1)"
Flink - Equity Financing for Small Business (Book 1962).pdf,Textbooks/Academic/Corporate Finance/Flink - Equity Financing for Small Business (Book 1962).pdf,0,0,0.0,,
